Temperature,West_East_Wind,South_North_Wind
6.938141,5.8047485,3.45224
7.62735,6.7079926,2.6564484
7.975006,8.093679,0.43177795
7.3382874,7.728943,-1.1895752
6.490387,6.9673767,-1.2354584
6.162506,7.0539856,-1.3221893
5.5365295,6.786911,-1.6332245
5.528473,6.6596527,-1.7502136
5.693756,6.635315,-1.815506
6.3504944,5.7867737,-1.0431976
6.5177307,6.607956,-1.4704742
6.8246155,6.210861,-1.0632629
7.4737854,6.4840393,-1.0949097
7.3902893,6.912506,-0.8843689
7.306549,7.319046,-0.45454407
7.3299866,6.5869904,0.2609558
6.9393616,5.689911,1.023056
6.3961487,4.7426147,1.4904938
5.796051,3.8740387,1.9229889
5.379059,3.5263672,2.6479645
4.7606506,2.9329376,3.1988983
4.5416565,2.0564423,3.1108398
4.778717,1.6238403,3.3847961
6.294098,3.58049,2.9919586
8.234039,6.763336,1.6557312
7.8487854,7.5800476,0.74295425
7.0384827,7.6363983,0.33678246
6.219635,7.4360504,0.4508772
5.3087463,7.039444,0.56135654
4.68277,6.5492096,0.3268757
4.339508,5.9832,0.3622408
4.2792053,6.724182,0.31450558
4.176422,6.0551844,0.34912205
5.0536194,6.1530476,0.5888281
5.5204163,6.5325212,0.5195484
5.7259827,6.7222595,0.24072838
6.058258,6.712967,0.18891716
6.1212463,6.64357,0.024597168
5.7218323,6.138214,0.017421722
5.413727,6.1532745,0.040161133
4.707184,5.8539276,-0.04896164
4.1427307,4.8475647,0.22915077
4.0436096,3.5541992,0.94142914
3.8917542,2.865219,1.3664894
3.6195374,2.1508026,1.8496981
3.4757385,1.6598969,2.2644749
3.103424,1.0417786,2.4582577
2.7203674,0.3047943,2.7114525
2.3309631,-0.4553833,2.7289162
1.3902893,-1.2104645,1.9449091
1.1024475,-1.9702454,1.4469671
0.8639221,-2.5707245,1.0233498
0.952301,-2.837204,0.62005615
1.5587463,-2.5403595,0.47161674
2.5519104,-1.7670593,0.24268532
3.5292053,-0.6273346,0.2220459
4.400543,0.2687378,0.35502625
5.278717,2.171341,0.52719116
5.1698303,2.4726105,-0.10845947
4.805084,2.8596497,-1.1187134
3.9960022,2.838791,-3.0395966
3.7540588,2.360138,-2.803543
3.4305725,2.8272247,-2.8399963
3.8417053,2.9659119,-2.1645203
2.9981995,3.2310638,-2.3551025
2.8399963,3.2015839,-1.9314423
2.0690002,3.9678955,-1.2394257
1.6835022,4.049408,-0.7068329
1.5260315,4.104492,-0.5822449
1.382721,4.20282,-0.49215698
1.2149963,4.4012756,-0.45947266
0.9208069,4.4663544,-0.46505737
0.76724243,4.5264893,-0.5241089
0.6185608,4.305237,-0.43640137
0.57388306,4.09639,-0.16508484
0.44082642,4.1092987,0.16174316
0.34268188,4.390381,0.16294861
0.20181274,4.3260803,0.34194946
0.1847229,3.7830353,0.86940956
1.160553,4.281891,1.2465706
2.8824768,3.8960876,1.0780334
4.2211,4.0513763,-0.2400055
5.7621155,3.700531,-2.5343933
7.0554504,4.036377,-4.1775513
7.443268,4.155136,-5.1101837
6.938629,4.0424957,-6.483856
7.3163147,3.5214233,-6.333954
7.1336975,3.05336,-5.445404
6.6976624,2.8497925,-4.351181
5.967926,2.7812347,-3.251007
4.839752,3.1059113,-2.3299103
4.1161194,2.8603668,-1.5913391
3.683014,2.898056,-0.9517822
3.415924,2.9290771,-0.64424133
3.2530823,2.9275818,-0.2669983
3.3487854,2.8828125,0.17610931
3.3224182,2.9312592,0.5022154
3.1217346,2.7513123,0.8876524
2.884674,2.5749817,1.3343353
2.8648987,2.3991547,1.8079681
3.0126038,2.329132,2.1639862
3.3085022,2.2464905,2.4582825
3.7572327,1.5880432,2.3644257
4.219391,1.8507385,2.275177
5.082672,2.4407654,1.9611206
5.9967346,2.7151947,1.4306335
6.8387756,3.9465332,0.49269104
7.377838,3.319168,-0.25129604
8.053619,3.7207031,-1.1275539
8.569489,3.4597626,-1.541439
8.94986,2.937729,-1.3771343
8.980133,2.6660004,-1.363617
8.553131,2.6453094,-1.2553253
7.820099,2.4200134,-0.7892151
7.1566467,2.0483246,-0.45140076
6.7481995,1.8089752,0.32452393
6.6454163,1.7785187,0.7038727
6.756012,1.7874298,0.8512573
6.89859,1.9845428,0.94369507
6.981842,2.1786346,1.0145874
7.208893,2.0250397,1.3940849
6.856598,1.8936462,1.7749138
6.248932,1.6365662,2.0742188
6.007721,1.1565857,2.4546814
6.0939026,0.8164215,2.722351
6.186676,0.89186096,3.076538
6.2773743,1.0735474,3.5024414
6.584015,1.3821716,3.3893738
7.0871887,1.5803986,3.1367035
7.6008606,1.956543,2.9189453
8.392487,1.8616943,2.5103912
9.777496,3.1421356,2.334381
10.509918,4.025055,1.6075287
10.680084,4.4037476,1.0986481
10.377594,4.656296,0.720932
10.105377,4.1349335,0.81433105
9.759918,4.012039,0.99005127
9.457916,3.0810852,1.2514496
9.20462,3.1808014,1.271347
9.05838,3.0039978,1.5526123
8.933014,2.9343872,1.7623138
8.943024,2.8805237,1.7768555
8.900909,2.9086914,1.7363434
8.863312,2.7872467,1.7704926
8.610382,2.5703888,1.9442291
8.490387,2.451828,2.0305176
8.363556,2.3673706,1.975708
8.263702,2.153717,2.116928
8.204987,1.8217316,2.330902
8.157013,1.4813385,2.607483
8.438263,1.4470673,2.6622162
8.727203,1.5404816,3.01799
9.331329,1.9683075,3.6314697
9.957916,1.9864502,3.885086
10.411285,2.0560455,4.289276
10.939117,2.7247925,4.64122
11.262848,3.1115265,4.60112
11.9027405,3.1476898,3.8430939
12.319244,1.8126221,3.3355865
12.629791,2.7463531,4.139969
12.43985,3.126175,4.1269073
12.168854,3.1813354,3.7510834
11.573029,3.3894653,3.4165192
10.892853,3.4979095,3.168333
10.316925,3.3618927,3.396103
9.795563,3.1777802,3.52606
9.47171,3.0739594,3.5709372
9.323761,2.9093628,3.580616
9.200592,2.8716736,3.3902588
9.1753235,2.9546661,3.1588593
9.112701,2.8948212,2.9929047
9.085724,2.7467957,2.8867645
9.040192,2.6126862,2.7824097
8.983795,2.3843842,2.679367
9.687042,2.6908722,2.5569
9.853912,2.440796,2.4362335
9.966217,2.5962677,2.6687317
10.41275,2.8382568,3.0284424
10.508209,2.3829498,3.3749084
10.842194,2.2386932,3.7203217
11.208893,1.972168,3.9166565
11.6354065,1.7730255,3.8131456
11.894928,1.5649567,3.5161476
11.76944,0.7459564,3.1287804
11.558258,-0.037872314,3.1439018
11.287018,0.0018157959,3.6977243
10.625885,0.16873169,3.7058315
10.475006,0.20594788,3.9241638
10.270782,-0.1224823,4.37465
9.855499,-0.2157898,4.868325
9.554962,0.21466064,5.365799
9.205109,0.53022766,5.7132263
8.726227,0.7850189,5.8627167
8.636993,1.0396271,5.9487915
8.6510315,1.0793915,6.1519547
8.621368,1.4326477,6.3781586
8.78775,1.7641449,6.44452
8.960846,2.2911377,6.4200125
9.187775,1.9824219,6.270172
9.117462,1.7888336,6.2353516
9.14859,2.1757965,5.790924
9.009796,3.670044,4.8642273
8.13382,4.9180603,2.3124237
7.683014,4.786484,1.2805634
7.8387756,4.38472,1.3519287
8.355377,5.036972,1.135086
8.483551,5.632904,0.83291626
8.174225,5.390671,0.9046173
7.5641174,5.292282,1.043747
6.433502,5.1255493,0.9764404
5.903961,4.8902435,0.9518585
5.532135,4.565155,0.6533356
5.0030823,4.292404,0.49354553
4.6544495,4.1157837,0.4108429
4.4200745,4.006729,0.26011658
4.248932,3.9107208,0.18136597
3.8043518,3.732727,0.21566772
3.671051,3.674118,0.1663208
3.3756409,3.5467834,0.11630249
3.080719,3.3814697,0.060440063
2.884674,3.04953,0.1782074
2.7218323,2.6751099,0.33381653
2.7257385,2.3829498,0.5546112
3.3294983,1.9328308,0.72143555
4.7208557,1.9048157,0.875824
6.0970764,3.166916,-0.5300598
6.8592834,3.4437866,-1.0388794
7.30777,3.2762756,-0.85954285
7.8265686,3.138733,-0.7406006
7.9740295,3.0230103,-0.3762207
7.6437073,2.8166656,0.025100708
7.452545,3.0852966,0.12651062
7.021637,2.945404,0.23815918
6.4095764,2.0857086,0.4882202
5.32901,2.0804443,1.0740967
4.6249084,1.9447937,1.307724
4.050934,1.9535675,1.4570007
3.4337463,2.0960999,1.5388641
3.073639,2.1996155,1.7493591
3.106842,2.2449188,2.0247345
2.981842,2.3205414,2.2237396
2.9061584,2.2931824,2.4059296
3.073639,2.500229,2.5298615
3.096344,3.0235596,2.3789215
3.1581116,3.293045,2.1991425
3.3785706,3.3738098,2.1303558
3.8434143,3.7578735,2.2928925
4.6075745,4.502762,2.1358185
5.360504,3.9904022,1.5396271
6.2308655,4.9853973,0.9172363
7.2530823,5.297287,0.3865509
7.756012,5.3566284,-0.16078186
7.8815002,6.032898,-1.3171692
7.6664124,6.720398,-2.2222595
7.4691467,6.6240387,-2.5362701
7.1026917,5.1184235,-1.8571014
6.705475,5.5637207,-2.6352386
6.2027893,4.871292,-2.6431732
6.061676,4.328842,-2.6901703
5.8785706,4.0798798,-2.760025
5.623932,3.8175964,-2.7776947
5.4857483,3.6553955,-2.8273773
5.358551,3.4026184,-2.8442383
5.256012,3.0622253,-2.7582397
4.829132,2.725113,-2.4829407
4.806061,2.5117493,-2.318756
4.8441467,2.3961182,-2.2534485
4.9354553,2.134613,-2.2227783
4.841461,1.8680878,-1.9214935
4.750641,1.7423248,-1.5223389
4.9356995,1.7016449,-1.3984375
5.376251,1.6118774,-0.94802856
6.3013,1.7757874,-0.9270325
7.3542786,2.1374054,-2.356308
8.031525,2.1186676,-2.3106995
8.550201,2.0894623,-2.3545227
8.709625,1.9269562,-2.078415
9.085358,2.050456,-1.8271637
9.043121,2.0816536,-1.6105347
8.772369,2.1017132,-1.4580688
8.339508,1.6408539,-1.3163757
7.8402405,1.4082336,-0.91423035
6.9929504,1.4527435,-0.96954346
6.431183,1.5938263,-0.552063
6.077057,1.625,-0.14108276
5.5782776,1.4769592,0.3341341
4.990631,1.3230896,0.8291445
4.5899963,1.2070007,1.0787077
3.971344,1.3801117,1.2281609
3.8287659,1.4811249,1.3322439
3.9024963,1.5723419,1.406373
4.0450745,1.625061,1.4874859
4.132477,1.7091675,1.6450701
4.0314026,1.8123932,1.7892551
3.8573303,2.0241547,1.7243347
4.714386,1.9250946,1.6039085
6.0554504,2.6197205,1.7315607
7.356598,3.975006,1.2599735
8.2604065,4.123947,0.6267481
8.749908,4.2062225,0.33334827
8.840851,4.1315765,0.122629166
8.97464,3.970749,0.057152748
8.959381,3.8115387,0.17835808
9.270416,3.9507294,0.2669487
9.180206,3.7713013,-0.08537865
8.495148,3.116043,-0.27495766
7.5903625,2.3616943,0.2870493
6.9249573,2.1106567,0.8399906
6.3003235,1.9210358,1.1728039
5.5403137,1.7693024,1.3580627
5.1421204,1.6680603,1.5422459
4.8559875,1.5701294,1.7091312
4.834137,1.6263275,1.773346
5.0362854,1.7445679,1.7584476
5.077057,1.8242798,1.7309589
5.207428,1.8605347,1.7279205
4.8111877,1.8336182,1.7516708
4.569977,1.7519989,1.7877464
5.1217346,2.0031586,1.8640785
6.0502014,1.7890167,1.8142223
7.3972473,3.2757568,2.1603909
8.292877,3.3229065,1.6001644
9.37442,3.8918915,1.0204802
9.521759,3.8705444,0.83070374
9.812042,3.907669,0.7972717
10.167877,3.771469,0.920166
10.283356,3.5234985,1.055481
10.188629,3.1321564,1.061966
10.029572,3.1213074,0.79737854
9.479279,2.5982819,0.35671997
8.529572,2.1334229,0.9286041
8.197052,1.7735138,1.3860168
7.6792297,1.5163879,1.4188538
7.304718,1.5319672,1.2350006
6.931549,1.4750671,1.3526611
6.521393,1.4295502,1.5252838
6.523834,1.1925964,1.7658691
5.996002,1.0569458,2.1697693
5.653961,1.1379547,2.3029022
5.2677307,1.1053467,2.2018127
5.0209045,0.9219055,2.160263
4.6022034,0.8551636,2.327652
5.1839905,0.9209595,2.3338318
6.082184,0.9083557,2.6122742
7.3297424,2.0498505,3.3578186
8.338654,2.2106476,3.1941528
9.414581,2.2411346,3.259201
10.589142,2.1926422,3.4159698
11.617828,2.225937,3.3612213
12.448883,2.2571564,3.310501
12.988678,2.386795,3.2433014
13.143463,2.3577576,3.1155396
12.844879,1.813385,3.0320892
11.899445,1.4591217,3.1011353
11.051178,1.5529327,3.0672455
9.831085,1.6583099,3.064087
8.888824,1.8635406,2.9556122
8.074738,2.0446167,2.7947693
7.3545227,2.2519531,2.5826569
6.765045,2.353653,2.4467163
6.2313538,2.2450104,2.5003357
5.971588,2.1604767,2.6026611
5.8683167,2.0983124,2.500122
5.7899475,2.103653,2.336975
5.9911194,1.9603424,2.2789612
5.930084,1.6454315,2.304245
6.723053,1.7917328,2.4914246
7.12088,1.1295166,2.4249573
8.03653,2.8074188,2.8894348
8.793732,2.963379,2.7287292
9.376617,2.756897,2.6890717
9.804108,2.6500092,2.5467072
10.127838,2.691101,2.2921295
10.248688,2.6168213,2.0125732
10.299225,2.4320831,1.8304596
10.412994,2.429596,1.6621857
10.285553,1.8222351,1.1910706
9.955475,1.3398438,0.9614563
9.633453,1.4493103,1.661377
9.181061,1.4337616,1.5115967
8.75943,1.22229,1.4211426
8.459869,0.9596405,1.4995575
8.1354065,0.9156189,1.5836029
7.727936,1.1929626,1.4984589
7.044342,1.4559021,1.3525848
6.7848206,1.4715424,1.3184509
6.523102,1.4116364,1.2695923
6.098053,1.4157953,1.3880768
6.1581116,1.4308271,1.526001
6.226959,1.7048635,0.9914093
6.260895,1.0210447,-1.801712
5.9830627,0.33976078,-2.9230194
5.6871643,-0.1892891,-3.292862
5.553131,-0.33944416,-3.468628
5.5086975,-0.36413383,-3.3021698
6.193756,-0.38889408,-3.7879028
6.4981995,-0.22648239,-4.014572
6.4027405,-0.1917839,-3.985199
6.5621643,-0.16701698,-3.9672241
6.659088,-0.11513138,-3.9563293
6.4598694,-0.0847826,-3.8847847
6.088043,-0.033475876,-3.4184875
5.2950745,-0.2351799,-3.0305939
4.7086487,-0.29229355,-2.990219
4.1456604,-0.3863678,-2.8896484
3.7652893,-0.4879303,-2.8132477
3.332672,-0.49299622,-2.6870117
2.9930725,-0.42347717,-2.5437012
2.493805,-0.41716003,-2.4353638
2.2655334,-0.48443604,-2.3901825
2.013092,-0.60165405,-2.383316
1.7101135,-0.78482056,-2.335373
1.3756409,-0.9208679,-2.2233887
1.1542053,-0.9859772,-2.1282043
1.8819885,-1.2948608,-1.9455414
3.6122131,-1.2570496,-1.6663971
5.1285706,-1.9775543,-2.0045013
6.156891,-2.2848206,-1.7585144
6.963043,-2.5668335,-0.98908997
7.566803,-2.520218,-0.66178894
8.098541,-2.3742065,-0.10418701
8.08194,-2.378708,0.45643616
8.244537,-2.2668,0.9000244
7.8822327,-2.2381134,1.3224182
7.603424,-2.0939484,1.235672
7.021393,-1.9059906,1.1930542
6.709381,-1.7377014,1.2207794
6.0282288,-1.6142883,1.3774567
5.3817444,-1.5039368,1.4945469
4.694977,-1.3601837,1.5185394
4.398102,-1.2409973,1.4994793
3.8934631,-1.256012,1.5361109
3.600006,-1.2041321,1.556634
3.5663147,-1.0956726,1.6777649
3.8241272,-0.9761963,1.8264618
3.850006,-0.8782959,2.175888
3.780182,-0.77490234,2.3238373
3.497223,-0.8139343,2.2132416
4.0487366,-0.9556885,2.339798
5.099762,-0.8796997,3.1121216
6.36734,-0.22380066,4.203018
7.5204163,0.61553955,4.0546513
8.152252,0.8207245,3.8571348
8.591949,2.54187,4.036419
8.26651,3.2874908,3.1327019
8.0572815,3.6175385,2.4803715
7.737213,3.8219147,2.3469925
7.1683655,3.4627533,2.2802162
6.474762,3.096939,2.330881
5.586334,3.4599,2.1265144
5.4459534,2.627594,2.094223
4.3544006,3.0974884,1.1769371
3.3553772,3.2308197,0.30721474
2.9928284,2.8227386,-0.042921066
2.8590393,2.8728638,-0.17953491
2.4725647,2.8437653,0.1462822
2.05484,3.0904846,0.32157898
1.6603088,3.2166748,0.42521858
1.2823792,3.1943054,0.6429424
0.87905884,3.3195648,0.8496456
0.910553,3.4544067,0.7525444
0.8128967,3.5900574,0.37101555
0.9894104,2.966751,0.8567848
2.0033264,3.1918488,0.6456566
3.040924,3.2343597,0.47437477
4.033844,3.4009247,0.20426083
4.7865295,3.4654846,-0.40704155
5.335846,3.265747,-0.91272354
5.162018,3.3671417,-1.2836342
4.9947815,3.2472992,-1.4729156
4.55838,2.8961945,-1.8018894
4.2954407,2.2332764,-2.2395878
3.9457092,1.4691315,-3.0414124
3.6439514,0.42134094,-3.5396347
2.8752747,0.04171753,-4.068964
2.7726135,-0.038970947,-4.4580994
2.7359924,0.09535217,-4.9095917
2.6705627,0.53585815,-4.873947
2.816803,0.7489624,-5.142212
3.0853577,0.7822418,-5.285019
3.073639,1.0184631,-5.433014
3.0838928,1.2381897,-5.913971
2.7154846,1.2780457,-6.054291
2.5379944,1.6934814,-5.9380646
2.2723694,2.2669067,-5.861267
2.1981506,2.4577484,-5.740906
2.2241516,2.7676086,-6.7565613
2.6461487,2.827423,-6.7197723
3.57193,2.544815,-6.5947113
4.488556,2.118332,-7.098877
4.5659485,2.57518,-7.8850403
4.1107483,2.731781,-8.022949
3.7430725,3.1547241,-7.8157196
3.2569885,3.7102509,-7.355667
3.499176,3.1844482,-7.722473
3.9570618,1.2089844,-7.650238
4.27713,-0.2206726,-6.56514
4.353546,-1.069046,-4.985382
4.386139,-1.8156433,-4.7697906
3.9387512,-2.3864899,-3.274887
3.3283997,-2.9354553,-2.1766663
2.9294739,-3.2039795,-1.5736237
2.6542053,-3.1936035,-1.5645752
2.389923,-3.4459991,-1.6172028
2.207306,-3.0264893,-1.9151764
2.1837463,-3.0089874,-2.312622
2.2164612,-3.4498444,-2.5045776
2.1200256,-3.2699585,-2.3642273
1.9454651,-3.1394196,-2.243332
1.801178,-3.0103607,-2.1272583
2.3888245,-3.6990662,-2.316391
3.3059387,-3.258606,-2.2808838
4.1647034,-3.4529724,-2.606369
4.9396057,-3.0447235,-2.5010223
5.587311,-2.9177246,-2.331726
5.938141,-2.935379,-2.1483765
6.1549377,-2.9002533,-1.9987946
6.584137,-2.9539337,-1.9148407
6.403961,-3.2232819,-1.7102203
5.6459045,-3.6655731,-1.7299957
5.36734,-3.972351,-1.3734131
4.478668,-3.847168,-1.6653748
3.7494202,-3.88591,-2.3225555
3.5523987,-4.7969666,-2.496338
3.6285706,-5.463669,-1.3934479
3.8700256,-5.231491,-0.3993683
3.6148987,-5.0456085,0.19888306
3.481842,-4.7530212,0.45422363
3.5135803,-4.9042816,0.7367859
3.1800842,-4.7381134,1.0513306
3.0953674,-4.5561523,1.811966
2.9669495,-4.0305176,2.5854034
2.8197327,-3.4641266,2.8277435
2.6271057,-3.0299225,2.6004333
2.823883,-2.6390076,2.4724426
3.8885803,-2.8327332,2.4913788
5.2816467,-3.3036804,2.8169098
6.152252,-3.559494,1.751358
6.1322327,-4.472061,1.2928162
6.550934,-4.6825256,1.2917023
6.115387,-4.362335,1.3814087
6.2982483,-3.4829712,0.9169464
6.8033752,-3.5119324,1.2250671
7.2203674,-3.856903,1.7619324
7.5851135,-4.3681946,2.0804138
7.5379944,-4.2805786,1.88414
7.1373596,-3.335617,1.0579529
6.6297913,-3.2012177,0.94300365
6.282135,-3.0365448,0.5588331
6.3976135,-3.2022552,0.29747963
6.861969,-3.4199524,0.13043404
7.0414124,-3.718155,0.32086468
6.5101624,-3.6179047,0.4640894
5.942047,-3.3921204,0.31201935
5.454254,-3.1399994,0.09668255
5.0575256,-2.9459534,-0.017557144
4.7013245,-2.7980042,-0.1596117
4.4166565,-2.7138977,-0.22864914
4.521637,-2.827713,-0.38427448
5.0917053,-3.0521088,-0.38336182
5.9232483,-3.379593,-0.24612617
7.171051,-3.3110046,0.0065279007
8.29361,-2.939087,-0.016461372
9.0885315,-2.685669,-0.5091028
9.565094,-2.5898132,-0.9398737
9.917633,-2.6099396,-1.2008476
9.908844,-2.484787,-1.2374535
9.632233,-2.2905426,-1.5447235
8.9461975,-2.0989685,-1.9364719
7.9396057,-1.8507996,-1.9638462
6.8799133,-1.7611847,-1.9954128
5.8053284,-1.2876129,-1.7359505
5.393341,-1.0272827,-1.5848293
5.358673,-0.7889252,-1.4284134
5.4253235,-0.5738373,-1.4160385
5.5574036,-0.65463257,-1.3501091
5.93631,-0.9994354,-1.1536789
6.044464,-1.2679749,-0.87249565
6.109894,-1.4938812,-0.5661497
6.230133,-1.7069702,-0.18921089
6.2782288,-1.7776489,0.09668255
6.365631,-1.8479004,0.19134426
6.3850403,-1.484314,-0.084854126
7.01297,-3.1414795,0.44677258
7.575836,-3.187729,0.816391
8.653717,-3.3424072,0.6640682
9.256744,-3.5425873,0.32953453
9.520416,-3.5376434,0.13477612
9.72525,-3.800476,0.2426176
9.879791,-3.75885,0.2758274
9.93277,-3.597046,0.41177368
9.817291,-3.4776154,0.18088627
9.5555725,-3.3364563,0.062117577
9.141266,-3.014679,-0.13200188
7.9376526,-2.632309,-0.4891014
7.200592,-2.4167328,-0.5344753
6.5499573,-2.2492828,-0.8805256
6.105133,-2.3746796,-1.0946388
5.723297,-2.661621,-0.9987812
5.5799866,-2.9757538,-0.56840134
5.9808655,-3.0600739,-0.24269485
6.05777,-2.8849487,0.16117573
6.010895,-2.7234192,0.22548676
6.2030334,-2.8190765,-0.092814445
5.950348,-2.8925629,-0.26112366
5.74527,-2.8447113,-0.30292702
6.050934,-2.8213043,0.21348381
6.8815002,-4.284683,0.7013893
7.8158264,-4.199585,0.8082428
9.054352,-4.310852,0.9185982
9.822418,-4.45105,0.9063721
11.028473,-4.7082367,1.050539
12.202057,-4.8974304,1.2982693
12.512604,-4.525299,0.9551544
12.716461,-4.497589,0.80799675
12.558502,-4.321808,0.70396423
12.330719,-4.400299,0.991539
11.649078,-3.1280823,0.3248253
10.550934,-2.9318695,0.4174919
9.611481,-2.6928864,0.12030411
9.146881,-2.753357,0.114723206
8.4149475,-2.966919,0.20480728
7.8294983,-2.9984283,0.2545185
7.0677795,-2.9805145,0.16917229
6.4012756,-2.889923,0.116607666
5.927643,-2.8417816,0.1028595
5.6041565,-2.8307037,0.22283936
5.2345276,-2.8693848,0.3534088
4.9601135,-2.9735565,0.4489441
4.740387,-3.0215607,0.51864624
5.372711,-2.7990723,0.8123512
6.5570374,-3.4704742,1.1465588
7.6339417,-3.6629028,1.2679443
8.671539,-3.659378,1.1331787
9.624908,-3.7953186,0.8506794
10.320221,-3.7714844,0.7620239
10.850983,-3.6548767,0.75219727
11.080719,-3.4847717,0.6543274
11.078033,-3.4032745,0.457489
10.751251,-3.3717804,0.32852173
10.075104,-3.2683868,0.3347473
9.251007,-2.8973541,0.26707458
8.417145,-2.4370728,0.01927185
7.157379,-2.1914215,0.108291626
6.186432,-2.0135193,0.37397766
5.1976624,-1.8405914,0.5955658
4.2516174,-1.8967896,0.7418518
3.7157288,-1.9864807,0.7684479
3.2989807,-2.019638,0.6791382
2.901764,-1.9406586,0.5345917
2.493805,-1.8452301,0.47473145
1.969635,-1.8010559,0.4719391
1.6444397,-1.7454834,0.50525093
1.5470276,-1.6884308,0.5227318
3.1925354,-1.5529327,0.5919342
4.2567444,-2.0896454,0.99762726
5.3856506,-2.406845,1.5296421
5.984894,-2.398407,1.4320812
6.5781555,-2.3708496,1.4883299
7.027252,-2.3309174,1.630991
7.7848206,-2.3212128,1.7295322
8.077301,-2.1204376,1.7977276
8.14444,-1.846405,1.8450012
8.186676,-1.6567535,1.8196564
7.875641,-1.5126495,1.7663574
7.355133,-1.4146423,1.7153168
6.749054,-1.1554413,1.5054626
5.7304993,-1.2183228,1.5390778
4.54422,-1.2359467,1.6108856
3.6197815,-1.1989594,1.5035095
2.5887756,-1.1298981,1.4232635
1.5877991,-1.0593109,1.3835602
0.9330139,-0.9297333,1.4155579
0.53530884,-0.8444977,1.4359283
0.14932251,-0.745224,1.4446259
0.0101623535,-0.7131195,1.3831787
-0.22494507,-0.76231384,1.3031616
-0.18173218,-0.8036957,1.1573944
1.5611877,-0.7532501,0.94317627
3.6045227,-0.64108276,1.037323
4.930084,-0.67160034,1.324707
6.6930237,-0.6127167,1.6627855
7.8089905,-0.62786865,1.8500404
8.889923,-0.49542236,1.9162617
9.4409485,0.14605713,1.8416748
9.889313,0.38346863,1.6068573
9.899567,0.28723145,1.3806458
9.237335,-0.16778564,1.1513195
9.121613,-0.25852966,1.2058525
8.823151,-0.44607544,1.033782
8.471588,-0.43424988,0.7349405
7.691803,-0.67700195,1.0125895
7.1667786,-0.7655487,1.1077757
6.8092346,-0.861557,1.12778
6.72171,-1.0213623,1.218955
6.516144,-1.2415924,1.4005737
6.0698547,-1.320282,1.6304626
5.8192444,-1.234314,1.8002758
5.5626526,-1.2314606,1.8502445
5.4337463,-1.3089142,1.8911457
5.358307,-1.4651184,2.0575638
5.106842,-1.6055756,2.0268326
4.8297424,-1.6333923,1.9028425
5.6297913,-1.9555664,2.455841
6.771515,-2.1267242,2.7201843
8.100006,-2.578308,3.5986176
9.001617,-2.7381592,3.699997
9.60611,-3.132141,3.8678284
9.407623,-3.4262848,4.252411
9.254059,-3.1600037,4.942047
8.926422,-2.6959534,5.1367188
8.500641,-2.7559204,4.3570404
8.079742,-3.1245575,4.0106354
7.4830627,-3.2891998,3.4223022
6.666168,-3.5704193,3.3551178
6.068268,-3.252365,3.5007324
5.7052307,-3.1710968,3.5819244
5.431061,-3.2447968,3.5081024
5.268463,-3.3433685,3.5159607
4.9967346,-3.3896027,3.5251617
5.0467834,-3.5585785,3.589676
4.9823303,-3.5617523,3.6114502
4.869293,-3.508606,3.5101776
4.5658264,-3.680725,3.399231
4.33902,-4.0103455,3.4403763
4.122711,-4.4252014,3.5615892
4.5152893,-4.041626,3.2317963
5.2084045,-5.512787,4.7440643
5.927643,-5.496704,4.725525
6.5336,-5.5921783,5.488083
6.8871155,-5.32843,5.95105
7.2292786,-5.2828827,5.938141
7.1524963,-5.567169,5.682434
7.167511,-5.9471893,5.5951385
7.1318665,-5.8565063,5.854767
6.9597473,-5.437378,6.0388336
6.6753235,-5.423401,5.8594246
6.3995667,-5.186386,5.398697
6.2257385,-5.1084747,4.8303804
5.869049,-5.095993,4.5065002
5.801422,-4.9190674,4.5861645
5.7899475,-4.596466,4.7226286
5.6666565,-4.689743,4.619873
5.3646545,-4.9911194,4.5296326
4.855377,-5.125595,4.499385
4.413727,-5.036545,4.493517
3.9911194,-4.9696045,4.354851
3.6627502,-4.8804474,4.2537775
3.506012,-4.7863007,4.1809616
3.3258362,-4.730484,4.129097
3.3854065,-4.824936,3.303873
3.5884094,-5.174362,3.9293852
3.7884827,-5.149292,4.1689262
4.0934143,-5.0865173,5.042493
4.214386,-4.984955,5.606017
4.327667,-5.0648346,5.7941017
4.21402,-4.181717,4.6824265
4.5245667,-4.0407257,4.491454
4.806793,-4.05513,4.4526844
5.2294006,-3.9398956,4.4867764
5.264679,-3.246811,3.702942
5.3283997,-3.3686829,3.6327028
5.1958313,-3.7478333,3.4573202
5.094391,-3.7544403,3.1184626
5.027252,-3.7612915,2.868455
4.751129,-3.8454437,2.751523
4.492096,-4.060089,2.6832733
4.263336,-4.3263397,2.6582546
4.1393127,-4.454773,2.6677055
3.9725647,-4.6584625,2.7558203
4.0680237,-4.782776,3.0120564
4.217926,-5.0376587,2.9838743
4.1808167,-5.2910614,3.3474588
3.4813538,-5.235565,3.3523254
4.250641,-5.701935,3.6823874
4.414459,-5.950012,4.070161
4.988434,-6.164749,4.6389427
5.5799866,-6.163452,5.1163225
6.116852,-6.4317627,5.3063507
6.4654846,-6.3371887,5.736389
6.474762,-6.1816864,5.6778812
6.882477,-6.6376343,6.177434
6.8578186,-5.727768,4.3568573
6.6385803,-5.623184,4.1118174
6.900299,-5.569702,3.8552542
7.3282776,-5.6544495,3.9586535
