Temperature,West_East_Wind,South_North_Wind
7.125885,3.70195,1.6963043
7.0207825,3.754074,1.654953
6.9501038,3.751175,1.8241119
6.9410706,3.761078,1.9628143
6.957672,3.7726898,2.0662231
7.017975,3.7095795,2.3592072
6.9356995,3.6822968,2.5946503
6.9708557,3.7620544,2.6229706
7.0751038,3.8282623,2.6247406
7.0870667,3.8543396,2.6679993
7.2203674,3.8341064,2.8142395
7.0854797,3.8036041,2.938858
6.8993225,3.7383728,3.0424347
7.0936584,3.7641754,3.1463013
7.382477,3.7922058,3.2485657
7.910309,2.8045654,3.2348328
8.197662,3.3082733,3.8415222
8.244659,2.58284,3.692871
8.2621155,3.3565216,4.2440033
8.047394,3.17659,3.91185
7.9656067,2.9917908,3.8676147
7.909088,2.924057,4.04718
8.188751,3.2574463,3.9538727
7.983673,3.0014496,4.1418304
7.7745667,2.805893,4.4583435
7.49942,2.557129,4.753723
7.4516907,2.6069946,4.9154205
7.480377,2.677124,4.726074
7.2051086,3.5058746,3.4144745
6.343048,4.6611176,1.1269684
5.309601,4.411438,0.6337433
4.7728577,4.297821,0.65649414
4.367584,4.0596924,0.6353302
3.9161682,4.1876526,0.6293793
3.8036194,4.0090075,1.0294952
3.2445374,3.6095734,1.4536896
2.7069397,3.3195038,1.588623
2.8905334,3.3033104,1.5633087
3.4073792,2.7642174,1.314331
3.9681702,3.0898476,1.2717896
4.172516,4.177246,0.5625458
3.8075256,3.7914429,-0.4326172
3.6229553,2.8735046,-0.9279785
3.4386292,2.7124634,-1.4311218
3.2706604,2.947281,-1.9094849
2.9669495,2.9050922,-1.9326324
2.42984,2.8404179,-0.3781891
2.1820374,2.527794,-0.56217957
2.2408752,2.442047,-2.0937958
2.2198792,1.7898865,-5.0043793
2.4273987,-0.046173096,-6.565796
2.4200745,0.34661865,-6.1161804
2.1561584,1.0289917,-5.7354126
1.908844,1.6895752,-5.4249115
1.9537659,1.8116913,-5.3918915
2.0013733,1.4306488,-5.1289215
2.0055237,1.1759033,-4.5940247
2.119049,1.2313995,-4.303467
2.3009338,0.94932556,-4.2687225
2.4510803,1.0853882,-3.7263947
2.3282776,1.2791748,-2.9550629
2.2106018,1.3569641,-2.2010956
2.8785706,0.9139557,-1.9026337
3.624176,0.717865,-1.5770874
3.9085999,0.75737,-1.6319122
3.7938538,0.4317932,-1.1174622
3.5453186,-0.062042236,-0.45632935
2.995514,0.098587036,0.6051636
1.6686096,0.4104004,1.2503052
0.67471313,0.0574646,1.4627228
0.25479126,-0.36026,1.7602539
0.37197876,-0.6539154,1.9831848
0.43032837,-0.91600037,2.2911682
0.45376587,-1.3429871,2.7705536
0.3067932,-1.5652618,3.0804596
0.027252197,-1.710846,3.5285492
0.31192017,-1.6320801,3.8063507
0.41030884,-1.6032715,4.2970734
0.7237854,-1.7254639,4.4336243
1.0636292,-1.8638611,4.3977814
1.4427795,-2.0756683,4.4537506
1.7049866,-2.3566284,4.5307617
1.8673401,-2.5852356,4.349869
1.997467,-2.7150269,4.595337
2.252594,-2.6672363,4.5805054
2.4977112,-2.5707092,4.278778
2.8067932,-2.527893,3.9799652
3.2257385,-2.8197632,4.2301025
3.655426,-2.3486786,3.2823334
4.063629,-2.0637665,2.5900574
4.446686,-1.6231537,2.141571
4.5052795,-1.1744843,1.932869
4.429352,-0.98680115,2.1575222
4.459381,-0.9153595,2.4176407
4.1805725,-1.0361328,2.3693523
3.8155823,-1.1428528,2.1544018
3.3971252,-1.2988281,1.7840576
2.928131,-1.3403625,1.6875763
2.400299,-1.3994598,1.5265503
1.9159241,-1.4046783,1.4075775
1.5914612,-1.2760315,1.27771
1.2132874,-1.2006836,1.1274567
0.74942017,-1.1008759,0.97047424
0.74819946,-0.9751587,0.72190857
1.2132874,-0.8835144,0.55596924
1.2489319,-0.9541168,0.54145813
0.7882385,-0.99894714,0.7753849
0.7044983,-0.77682495,0.74580383
0.8143616,-0.5979309,0.62716675
1.9322815,-0.36801147,0.32780457
3.365387,-0.41542053,0.2829132
4.629547,-0.8530121,0.44314575
5.230377,-1.1681213,0.79133606
5.544342,-0.961853,0.7948456
5.4711,-0.7516327,0.5262909
5.290924,-0.91763306,0.54039
4.8285217,-1.0661926,0.6424103
4.483307,-0.9744873,0.7002411
4.38443,-1.4278259,1.0252533
4.063385,-1.2638855,0.9933319
3.9161682,-1.0808411,0.9493408
3.8385315,-0.8677368,0.9037628
3.6734924,-0.69758606,0.87890625
3.3617249,-0.57980347,0.96235657
3.3177795,-0.40283203,0.9317627
3.0707092,-0.1906128,1.2318573
3.195465,0.078186035,1.0498657
3.3138733,0.24559021,0.85902405
3.051178,0.8451843,0.94869995
3.0397034,1.5752563,0.35255432
3.9283752,2.1047668,-1.2501068
4.356842,2.4549408,-2.9821815
4.663971,2.6466675,-4.021801
4.4654846,2.420395,-4.136734
4.273834,2.3716278,-4.2114105
4.214508,2.25148,-4.0953827
4.558014,2.1696625,-3.969223
4.589508,2.194992,-3.8023834
4.3763733,1.98143,-3.4310627
3.8783264,1.9419861,-2.8229084
3.61026,1.8985138,-2.4481964
2.8922424,1.6475983,-1.7717743
2.5943909,1.7037201,-0.99861145
1.756012,1.8046722,-0.43081665
0.941803,1.7966461,0.10458374
-0.027679443,1.7777863,0.57592773
-0.7864685,1.5883179,1.0239716
-1.4947205,1.1566315,1.5664368
-1.6031189,0.7402649,1.9562378
-1.5767517,0.55352783,2.1911316
-0.98568726,0.5148773,2.4514008
-0.26742554,0.5465393,2.7167053
0.24771118,0.6467743,2.8907013
0.51968384,0.70236206,3.1222534
0.75723267,0.48788452,3.4035034
0.87734985,0.45262146,3.8787231
1.205719,0.42147827,4.415329
1.693512,0.25682068,4.9701996
2.181549,0.20487976,5.4386444
2.551422,-0.36286926,4.6898956
2.8524475,-0.42520142,4.8132477
3.14859,0.72940063,6.6710663
2.7494202,1.1204681,6.691635
2.2569885,2.4233398,5.33432
1.3021545,2.9528046,2.7857513
0.90737915,3.1165314,1.9166718
1.1725159,2.8159943,1.4314423
0.9264221,3.9825592,1.4055023
1.287262,4.2779846,0.7333832
1.381012,4.197235,0.1898346
1.3661194,4.0607147,0.084854126
1.1620178,4.516403,-0.14279175
0.6637268,4.271881,0.2230072
0.12295532,3.9626007,0.8393402
-0.1824646,3.9872284,1.2076569
-0.35702515,4.0746155,1.6446381
-0.28720093,4.2422028,1.4230499
-0.16659546,4.1022034,0.8579712
-0.80307007,2.7370453,1.7589111
-0.6167908,3.317978,0.91334534
-0.7129822,3.5304108,0.38891602
-0.27792358,3.6519308,0.35694885
0.6410217,3.326416,0.4973755
1.0953674,3.5811768,0.4376526
1.3058167,3.886261,0.5689392
1.5558167,3.6157837,0.5781727
1.5013733,4.3419495,-0.70575523
0.76260376,3.729823,-1.3972673
0.4623108,3.51291,-1.3590775
0.17910767,3.1778603,-0.95790863
0.32144165,2.6144218,-1.024641
0.04849243,2.6753998,-1.0758381
-0.1253357,2.53862,-1.0843506
-0.5154724,2.4353333,-0.97398376
-0.49057007,2.3410492,-0.90460205
-0.6560974,2.552719,-1.0668488
-0.070892334,2.430252,-1.3909302
0.16543579,2.2338562,-1.4988861
0.2521057,2.1739197,-1.3150177
-0.16049194,2.3206482,-1.1529236
-0.29818726,2.3525848,-0.8469391
-0.25961304,2.2374268,-0.53030396
-0.36483765,1.8833618,0.4567871
-0.17977905,1.888977,0.67774963
0.22647095,1.8822937,0.7314453
0.8356018,1.8936005,0.7770233
1.6759338,1.7655983,0.73960876
2.6515198,2.092188,0.528183
3.4120178,2.3807564,0.12335205
3.4273987,2.0973206,0.04815674
3.287262,2.1344223,0.019195557
2.9273987,2.0502243,0.28599548
2.5802307,1.8587418,0.81741333
2.4654846,1.7705841,1.2446289
2.7840881,1.890089,0.84498596
2.7418518,1.916748,0.8747711
2.9562073,2.1570835,0.5194702
3.044342,2.2321167,0.03427124
3.2330627,2.223321,-0.472229
3.1698303,2.14674,-0.71243286
3.1112366,2.1456642,-0.5529175
3.264801,2.2136154,-0.6613159
3.346344,2.0361595,-0.49272156
3.1463928,2.0022793,-0.20376587
3.417389,1.8200121,0.07342529
3.5157776,1.6585026,0.49383545
3.632965,1.2957306,0.74798584
3.7584534,1.3419514,0.6872711
3.8465881,1.1878986,0.6425476
3.9356995,0.70669556,0.7468109
4.3439026,0.5462189,1.008255
4.577057,0.56477356,1.3605804
4.8072815,0.78582764,1.5535889
5.4325256,1.4598083,1.4534454
6.518463,2.8388214,0.32989502
7.67984,3.844427,-1.2275543
8.170074,3.9496698,-1.6315918
8.175446,3.5727682,-1.1238098
8.113922,3.3404617,-0.7837677
8.158844,3.5239563,-0.53733826
8.227936,3.9018478,-0.58869934
8.312408,4.1316395,-0.663208
8.350739,4.254099,-0.60243225
8.385651,4.29657,-0.50502014
8.378326,4.2523174,-0.29829407
8.407867,4.3591175,-0.09893799
8.43985,4.59478,-0.27545547
8.415192,4.6141768,-0.3088274
8.315826,4.439598,-0.09539986
8.288971,4.388687,-0.09020996
8.225739,4.6207886,-0.31484985
8.168121,4.663391,-0.17588806
8.0868225,4.819687,-0.030349731
8.186676,4.692215,0.052383423
8.224518,4.696594,-0.46354675
8.320221,4.3907623,-0.78305054
8.57486,4.6021576,-0.80267334
8.876617,4.7813416,-0.5056
8.588043,4.4039993,0.18519402
8.41861,4.2939024,0.8446865
8.266266,4.5058517,1.1537113
8.246002,4.7594614,1.1743431
7.9547424,4.9967594,1.8797855
7.792877,4.805274,2.0512428
7.502594,4.555153,2.2168427
7.1527405,4.311371,2.3397217
7.054352,4.1442566,2.4782867
7.177887,3.941574,2.5520325
7.382477,3.7967072,2.6485596
7.5748596,3.568512,2.9210968
7.6456604,3.3325653,3.478424
7.671295,3.0023499,4.1871033
7.694977,2.9308777,4.6773987
7.6859436,2.9755402,4.9668427
7.736725,2.168213,4.960144
7.5848694,1.5895996,5.35289
7.4986877,1.5722809,5.669647
7.2831116,1.6763306,5.0259857
7.1791077,2.7323608,4.171875
7.044098,3.4006653,2.5474548
6.691803,3.0502167,2.0127869
6.5336,2.1799622,1.8207092
6.4984436,1.8536682,1.7095642
6.184723,1.4604034,0.9641876
5.4322815,1.6797943,-0.09907532
5.3746643,2.3200226,-1.3504181
5.3563538,2.30542,-3.3055573
4.5033264,1.2607574,-7.7396393
3.256256,1.0522919,-9.554611
3.0690002,0.91459656,-9.716461
2.8539124,1.2945099,-9.206345
2.7381897,2.3793945,-8.651108
2.3607483,3.3467712,-9.153641
2.3111877,3.9626923,-8.34314
2.3128967,4.1680603,-8.261627
2.5480042,4.4707794,-8.505676
2.6161194,4.538391,-8.594284
2.788971,4.1704865,-8.340591
2.2567444,4.2434845,-6.981964
2.4127502,4.3328094,-6.62236
2.5150452,4.5033264,-6.283203
2.6234436,4.58078,-6.4039936
3.0577698,3.9547272,-5.8020725
3.6424866,4.5234985,-7.148714
3.6429749,4.5032654,-5.770439
3.447174,4.466614,-5.240918
3.176422,3.82135,-4.385413
2.8356018,3.355957,-3.9795494
2.6456604,2.8513336,-3.3888721
2.3917542,2.5766144,-2.9182587
1.8268127,2.2990265,-2.555603
1.5553284,2.2434387,-2.351801
1.4684143,2.2292175,-2.2433205
1.4010315,2.163208,-2.1074486
1.5028381,2.1664124,-1.9050903
1.4940491,2.1949158,-1.8653107
1.6451721,2.0791168,-1.8608093
1.6495667,1.947876,-1.8999329
1.5543518,1.8027496,-1.8887177
1.3080139,1.7732391,-1.6712189
0.8998108,1.8404694,-1.2533112
1.0367737,1.9095306,-0.9837799
0.30752563,1.8385315,-1.4743557
0.2184143,2.1265106,-1.3207197
0.424469,2.2117004,-1.1496925
0.95962524,2.130188,-0.8678055
1.8592834,2.0652313,-0.14788628
2.7328186,2.640915,0.38690376
3.2181702,3.0474396,0.8963032
3.4093323,4.241501,0.6577015
3.0536194,4.0301056,0.28493118
2.76651,3.847107,-0.3280697
2.1087952,3.511261,-0.054338455
1.7184143,3.486618,0.57613754
1.2928772,2.6398773,1.7767639
1.2655334,2.976883,2.1122131
0.9972229,3.076706,2.1259003
0.8163147,3.0490265,2.1052647
0.7496643,2.9739227,1.9746609
0.66030884,2.8571777,2.021677
0.6151428,2.6773071,2.2351036
0.62979126,2.589157,2.3819542
0.7586975,2.5423431,2.199051
0.5231018,2.6141205,1.8184357
0.1666565,2.1843262,1.399643
0.0101623535,2.5386047,0.7373047
0.3085022,2.8417206,0.47773743
0.34439087,2.796173,-0.27809143
-0.003753662,2.958969,-0.12573242
0.190094,3.125122,-0.14982605
0.6683655,4.272915,-0.55996704
1.0423889,3.7330017,-0.60580444
1.2814026,3.5328827,-0.4434967
1.5707092,3.7068787,-0.19119263
1.5531311,3.7207947,0.21672058
0.9117737,3.8298035,0.09812927
0.34414673,3.3957062,0.57214355
-0.31430054,3.0120697,1.0866852
-0.55111694,2.7395477,1.2481537
-0.49398804,2.9846954,0.64793396
-0.5369568,2.9549103,0.46080017
-0.7132263,2.9147186,0.820343
-1.1404724,2.9805603,0.9650116
-1.440033,3.0713348,0.9352875
-1.6590271,3.0575867,0.8435669
-1.6800232,2.8111572,0.5952606
-1.6285095,2.616394,0.36462402
-1.6790466,2.438614,0.36950684
-1.8465271,2.3179474,0.4698944
-1.808197,2.2466888,0.54530334
-1.9373474,2.1901398,0.6129484
-2.2268982,2.131363,0.56944656
-2.2476501,2.0266714,0.33575916
-1.3614197,1.6869526,0.17393303
-0.15463257,2.0293932,0.051698685
0.6468811,1.9508,0.093686104
1.7184143,1.9713955,-0.020741463
2.1783752,2.1062107,-0.119838715
2.3070374,2.0654564,0.18096638
1.6376038,1.4708128,0.9310837
0.46133423,1.3877993,1.4110584
-0.7605896,1.2177477,1.7773132
-1.445404,0.81906414,1.9306412
-2.1082458,0.5346956,2.035881
-2.5501404,0.18463326,1.9249992
-3.0835876,-0.026171684,1.9512348
-3.4273376,-0.23073483,1.9437885
-3.722992,-0.35200596,1.9260712
-3.837494,-0.40800285,1.911519
-4.028656,-0.72452354,1.7781706
-4.2046814,-1.1463852,1.6372757
-4.2432556,-1.5109253,1.5420551
-4.0611267,-1.7766724,1.4861603
-3.6551208,-2.0684967,1.3528748
-2.6304626,-2.6136017,1.0740509
-1.8130798,-2.9852142,0.86672974
-1.004242,-3.6145477,0.98210144
-0.11557007,-4.0830536,1.116272
0.62124634,-4.215271,1.2828064
1.2694397,-3.7213135,0.9399414
1.6358948,-3.9568024,0.6397095
1.6559143,-4.1587067,0.45803833
1.5006409,-4.8683167,0.54977417
0.96035767,-4.668976,0.29475403
0.2381897,-4.4225616,-0.10105896
-0.18441772,-4.212784,-0.43371582
0.07608032,-4.2357025,-0.5631714
0.13833618,-4.0346375,-0.7727814
0.07876587,-3.7736511,-0.8944702
-0.05307007,-3.4871368,-1.079422
-0.44296265,-3.1638489,-1.1111298
-0.7481384,-2.778183,-1.0856628
-0.93270874,-2.4395905,-1.1746368
-1.0960388,-2.101059,-1.3631897
-1.3143005,-1.8534698,-1.5920258
-1.4649353,-1.730835,-1.8258057
-1.4812927,-1.5925751,-2.0590668
-1.336029,-1.322815,-2.2946472
-1.2557068,-0.8980713,-2.3470917
-1.5115662,-0.47520447,-2.366455
-1.644867,-0.14120483,-2.4141998
-0.36654663,-0.095565796,-2.4273071
1.4606018,-0.21946716,-2.4728088
2.6231995,-0.47853088,-3.5325775
2.9977112,-0.39575195,-4.012909
2.997223,-0.081451416,-4.1756134
2.6651917,0.29185486,-3.9828644
1.9525452,0.5337372,-4.1702423
0.7430725,0.7344208,-3.9209747
0.22695923,0.7082977,-4.1546936
1.236969,0.45022583,-4.746872
1.6708069,-0.044448853,-5.1376038
1.7931213,-0.16279602,-5.108368
1.7738342,-0.040634155,-4.972351
1.5628967,0.19917297,-4.6292114
1.2833557,0.39334106,-4.3517303
0.9588928,0.5881958,-4.2587643
0.8468323,0.7525177,-4.050125
0.6595764,0.86076355,-3.7785797
0.50064087,0.83981323,-3.4555664
