Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2021-01-06T21:00:00.0/2021-01-06T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-01-06T22:00:00.0/2021-01-06T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-01-06T23:00:00.0/2021-01-07T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-01-07T00:00:00.0/2021-01-07T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-01-07T01:00:00.0/2021-01-07T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-01-07T02:00:00.0/2021-01-07T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-01-07T03:00:00.0/2021-01-07T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-01-07T04:00:00.0/2021-01-07T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-01-07T05:00:00.0/2021-01-07T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-01-07T06:00:00.0/2021-01-07T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-01-07T07:00:00.0/2021-01-07T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-01-07T08:00:00.0/2021-01-07T09:00:00.0;48.7251;22.2074;11.8671;10.3403;195.4055;14.5727;3.1474;11.4253;50.6567;1.0000
2021-01-07T09:00:00.0/2021-01-07T10:00:00.0;187.8714;112.5201;79.0640;33.4562;581.0754;29.7858;0.5938;29.1919;6.2138;1.0000
2021-01-07T10:00:00.0/2021-01-07T11:00:00.0;289.3918;192.4969;147.2115;45.2854;714.3542;74.9066;0.0000;74.9066;0.0000;1.0000
2021-01-07T11:00:00.0/2021-01-07T12:00:00.0;342.0081;235.4767;184.4705;51.0063;759.2090;82.0976;0.0000;82.0976;0.0000;1.0000
2021-01-07T12:00:00.0/2021-01-07T13:00:00.0;342.1370;232.7609;178.1086;54.6524;732.4622;71.4458;0.0000;71.4458;0.0000;1.0000
2021-01-07T13:00:00.0/2021-01-07T14:00:00.0;289.7727;186.1136;132.9205;53.1931;642.9156;79.5053;7.5950;71.9103;41.7590;1.0000
2021-01-07T14:00:00.0/2021-01-07T15:00:00.0;188.4873;104.8835;63.3577;41.5258;459.3677;81.2032;34.6932;46.5100;247.4245;1.0000
2021-01-07T15:00:00.0/2021-01-07T16:00:00.0;49.3387;19.8922;7.6273;12.2649;122.3141;14.9809;2.1317;12.8492;29.5313;1.0000
